id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,,z23wjx1hrsimgd4qy04t1aokgx5ooksw2pbqvnvedz2qbk0h00410.1502462397855969,Power Play,19 hours ago,1502464317709,Семён Семёнович пукен - разворовал с трану. Спешил фо топ,2
z23iins5nkfxx3uhp04t1aokgmushgt215i2gpzme42mrk0h00410,Zerk Ai,1 day ago,1502446317133,+++,1,false,0,,,,,,
z22wu1zxlvvqennbq04t1aokgb5edx0ncfza5ouh35xtbk0h00410,ИВАН Васильев,1 day ago,1502446317137,#миловответь,1,false,0,,,,,,
z22fdjzjrxq4fpzfbacdp43biqz2kbxyrqpgg1z5xl5w03c010c,Razor Lucky,1 day ago,1502446317141,Коммент для вывода в топы.,1,false,0,,,,,,
z22hvlqq2ye3wrzemacdp43bihh3jdgun5d5qcniwglw03c010c,Сергей127,1 day ago,1502446317143,"как была ту пустой дурой,дешёвой подделкой собчак,так ей и осталась.",0,false,0,,,,,,
z23fdfnx5mujwlqnmacdp433jyzcnthsfrr3bzfxbbhw03c010c,Лучший Аккаунт,1 day ago,1502446317147,"Я процитирую великого стенд-ап комика Джорджа Карлина: "" Вы че тупые нахер ?"" Сколько можно мусолить тему кировлеса ? Что он украл ? Бревна ? Участок ? Европейский суд давно уже его оправдал , все он рассказал про это, вам мало? Давайте, я хочу слышать обоснования, почему он жулик и вор. С пруфами. Пусть хоть кто-нибудь запишет такое же видео про Навального, как он снимает про Медведева и прочих жуликов нашей страны, с конструктивом, реальными фактами. Хоть кто-нибудь, хоть что-то похожее. А пока пруфов нету, идите нахер , кремлевские шавки ! Вам нравится, когда вас оскорбляют ? Но вы ведь ведете себя точно так же, вы обвиняете Навального во всех грехах, но ни разу не обосновали эти обвинения, а за это , между прочим, статья есть. Вы балаболы и грош цена таким ""обвинениям"" .",11,true,1,,,,,,
,,,,,,,,default-z23fdfnx5mujwlqnmacdp433jyzcnthsfrr3bzfxbbhw03c010c.1502400992937114,Лучший Аккаунт,1 day ago,1502446317151,Навальный 20!8 . Хватит терпеть воров у власти!,7
z22vv1x4czemcth4004t1aokgzvdxzytmsk31feaw3vabk0h00410,CrazyKeiZi,1 day ago,1502446317153,В топ,1,false,0,,,,,,
z23pvpcrokfegziskacdp433xicat1bzziogltulnv1w03c010c,Dima GULFIK,1 day ago,1502446317156,"почему не заводят уголовного дело,это же чистый воды компромат на МВД.выграш 100%",1,false,0,,,,,,
z224ttwqgmfjs5onoacdp43bwje1hird25ehitpyevdw03c010c,etran,1 day ago,1502446317160,за год цены могут поменяться...,0,false,0,,,,,,
z22ae32g4mquzx0laacdp4335vuom4skw1grj5hguohw03c010c,УбивательМозга,1 day ago,1502446317162,Какая же она обалденная),1,false,0,,,,,,
z22pgbz55oa2hfyho04t1aokgrzth44y1ymucju1rivobk0h00410,Александр Кержаков,1 day ago,1502446317166,Делайте  пожалуйста больше  таких  расследований,1,false,0,,,,,,
z22xh3mwxvuqxhfyf04t1aokgismlta02qc4vtq5szyerk0h00410,Xavi Hernandez,1 day ago,1502446317169,ты такАя лапа,1,false,0,,,,,,
z22vc14w5xqxejdon04t1aokgmhkju4cfxxvli0joxo2rk0h00410,Killer,1 day ago,1502446318834,"мне нравится как много вы округляете, а также верите цифрам, которые указаны на сайтах, когда в автосалонах всегда дороже...",0,false,0,,,,,,
z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410,MrUncleFedor,1 day ago,1502446318838,"Бля, ну просто уже для детей за уши притягивают, как можно сравнивать серийную, я подчеркиваю, машину и спец машину для полиции. Да нанесение только логотипов и прочей плюшек стоит не малых денег. Кто-нибудь выезжал из салона, за тот же прайс, что указан на сайте? Да пресловутые коврики хотя бы и прочие допы по мелочи, Как можно говорить о стоимости авто по вину не зная полной комплектации и оснашения? Люди, Вас откровенно держат за дураков!! Второе, они почему то решили, что при опте скидка будет 10%. Откуда такая шикарная скидка? В автобизнесе многие автопроизводители имеют маржу в 4-5%. Особенно это ярко выражено в дешевом сегменте! Почитайте ежегодные отчеты автопроизводителей, господи, зачем дешевку то на машины послали? Я понимаю, что запишут меня в кремлеботы, но реально бесит, что нас эти ребята считают за дураков гораздо больше чем путин :((",0,true,5,,,,,,
,,,,,,,,z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410.1502401563896120,Двойной брус,1 day ago,1502446319193,"MrUncleFedor я выезжал за тот же прайс и даже дешевле, скидос + ковры в подарок + набор автомобилиста. А однажды на контору брали 5 машин скидос был 10%.",0
,,,,,,,,z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410.1502402170293542,MrUncleFedor,1 day ago,1502446319196,"Двойной брус, ну и че по вину можно узнать, что тебе коврики и огнетушитель в подарок сделали? :)) что за машина то хоть? Я вот очень много знаю людей из автобизнеса, пару изних допшики, так у них оклад это 1/4 дохода, все остальное клиенты им приносят за допы.",0
,,,,,,,,z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410.1502429876079045,Двойной брус,1 day ago,1502446319199,"MrUncleFedor вопрос был в том брал ли кто-тониде прайс,  я брал. И взять ниже прайс При таком как у МВД объеме закупок это как два пальца об асфальт и ковры подарят и скидку дадут, не стоит даже пытаться оправдывать милиционеров.",0
,,,,,,,,z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410.1502429973104012,Двойной брус,1 day ago,1502446319202,MrUncleFedor клиенты наверное не допщикам приносят а в автосалон??,0
,,,,,,,,z22qzxpogmfecpaqk04t1aokgs2qyip50vwqlbkgxg0kbk0h00410.1502431851784635,MrUncleFedor,1 day ago,1502446319205,"Никто не оправдывает, раследование просто слабое и натяннутое за уши, это очевидно. Никто не видел условия контрактов и все оснащение автомобилей, но сходу сделали вывод. А Вы с радостью и поверели. Да и от Вас по существу нет ответов, тоже голословно, что брали дескать и легко. У меня на моей, подчеркиваю, практике собственно другое мнение. В любом случае диалог заканчиваю за его бессмысленностью. Для меня очевидно, что раследование очень слабое.",0
z23oxl454mzxulucjacdp432p0g1cdfunpsnpkqrgelw03c010c,Алекс Чеез,1 day ago,1502446318843,#ютубответит за рекламу наркотиков,2,false,0,,,,,,
z22rfvmwduujfvc5404t1aokgikfptpglgi54rjtpdn0rk0h00410,Frank Ocean,1 day ago,1502446318847,В ТОООООООП,0,false,0,,,,,,
z232zhaw1kmwwn4qm04t1aokg31cploywp2gu0snawdark0h00410,Смирнов Денис,1 day ago,1502446318850,"Это Серж Горелик программа ""Предварительные ласки с бюджетом"")))))",0,false,0,,,,,,
z22ldviivoqluhdfmacdp434p3onecnwbnevl050ho1w03c010c,Killen911,1 day ago,1502446318854,"Молодцы, ребята! Полностью вас поддерживаю. Жаль, что власть сама себя не посадит)",0,false,0,,,,,,
z23uc31xlsjnjf210acdp432pxoqyewyuxsuzo4bgl1w03c010c,CardMagicish,1 day ago,1502446318857,"Капец, чо теперь с Димасом Камикадзе будет(",4,true,2,,,,,,
,,,,,,,,default-z23uc31xlsjnjf210acdp432pxoqyewyuxsuzo4bgl1w03c010c.1502403655713733,Раб Трудоголик,1 day ago,1502446318862,CardMagicish ни чего,2
,,,,,,,,default-z23uc31xlsjnjf210acdp432pxoqyewyuxsuzo4bgl1w03c010c.1502411313102733,курунзулай чиндалеевич,1 day ago,1502446318865,Да кому он нужен....... Ничего не будет......,2
z23eg5kqvom5yvq3yacdp43aselgjsdrzwzjbbwbh4dw03c010c,ave,1 day ago,1502446318868,"Почему, когда вижу фотки тех, кто ворует миллионами, они всегда на фоне икон или в церкви",0,false,0,,,,,,
z23ot3eblk2jdzrs2acdp43a4rafpcd2jbcgwscrlmtw03c010c,Дмитрий Тарасов,1 day ago,1502446318872,Смотрите русские!,0,false,0,,,,,,
z22ljv5jhyeizxweoacdp433kt0zkuuwwwpzo4010fdw03c010c,kampistod,1 day ago,1502446318876,Обвиняемый получил повышение - вся суть.,0,false,0,,,,,,
z23yjrcp1yvgdhlcdacdp43bk5ilablqjjjibkn054xw03c010c,Sherauhov TV,1 day ago,1502446318879,умираю,0,false,0,,,,,,
z22nhlszwuudx3xscacdp43bzmuunblaqeo5csedtxpw03c010c,RedFoxSight,1 day ago,1502446318893,"Мне одному показалось, что она похожа/косит под Ксению Собчак? ))",0,false,0,,,,,,
z225jtghxzvnuhpuvacdp433z30c0xt3hyutmbgedd5w03c010c,Игорь Иванов,1 day ago,1502446318896,У нас куда не плюнь...везде стяжательство,0,false,0,,,,,,
z224vfwp2vfngblol04t1aokgiv4ic3uv0ofzmj5hfs1bk0h00410,Denik Go,1 day ago,1502446318900,Соболь <3,0,false,0,,,,,,
z23qhhervsfpsdyjc04t1aokgxwcv4zs4vg53v5cgdv2rk0h00410,Егор Давыдов,1 day ago,1502446318904,"Милая, зачем тебе очки без диоптрий? Ну зачем? Ну видно же что нет искажения. В таких мелочах врать",0,false,0,,,,,,
z22stpnwomq0ybt5004t1aokgpvat0rziupfegoifirrrk0h00410,Ve nom,1 day ago,1502446318907,Собчак???,0,false,0,,,,,,
z22gxbwrxyagh5p2iacdp430iihgfqsyrymnxwnph45w03c010c,Maxim Chuykov,1 day ago,1502446318911,Красивая девушка +умная! )),0,false,0,,,,,,
z23lz3fztladgpzp404t1aokg5qd3jvdiu3oxb4swlwgrk0h00410,Александр Кравченко,1 day ago,1502446318914,в тоооп! ( а девушка красивая),0,false,0,,,,,,
z220ermy5yulwbii304t1aokggvqfytpsnbnsu2wpngnrk0h00410,Юлия,1 day ago,1502446318917,СОБОЛЬ - МОЛОДЕЦ! В ТОП!,0,false,0,,,,,,
z22wyd043ufhtrsdwacdp435zs0xn3mxvts15ndjtupw03c010c,Анатолий Смотраков,1 day ago,1502446318920,скука,0,true,2,,,,,,
,,,,,,,,default-z22wyd043ufhtrsdwacdp435zs0xn3mxvts15ndjtupw03c010c.1502403736657223,Раб Трудоголик,1 day ago,1502446318925,Анатолий Смотраков тогда смотри вату тв и радуйся,0
,,,,,,,,default-z22wyd043ufhtrsdwacdp435zs0xn3mxvts15ndjtupw03c010c.1502432182689403,Анатолий Смотраков,1 day ago,1502446318927,"какую вату? я кривое зеркало люблю, поржать можно",0
z230zd1phyjiut4f3acdp4323kipvfymyfx2xmg0uc5w03c010c,Dmitry Balabanov,1 day ago,1502446320408,"Немного не по теме, но всё же. Ставьте свет так, чтобы он не отражался в очках. Выглядит непрофессионально, отвлекает и мешает.",0,false,0,,,,,,
z22ivjxyul2dy5op204t1aokgdnqltsiie4qptcvaeofrk0h00410,Vaginal Flora,1 day ago,1502446320412,"Любовь, слова не жуйте: на 00:07 фразу трудно разобрать",0,false,0,,,,,,
z23nhb2y1v2oyfgxz04t1aokghqakab1fmgb2cdir0eibk0h00410,brainkik,1 day ago,1502446320415,вверх,0,false,0,,,,,,
z22yf5tx3trnsn2dkacdp430ymx5hzst2oqqd4yi0l5w03c010c,Лол ТВ,1 day ago,1502446320419,я понял! навальный - проект Кремля для борьбы с коррупцией!)),0,true,1,,,,,,
,,,,,,,,default-z22yf5tx3trnsn2dkacdp430ymx5hzst2oqqd4yi0l5w03c010c.1502403788957318,Раб Трудоголик,1 day ago,1502446320424,Лол ТВ не Америке они тоже борются в России с коррупцией,0
z23qgh0iyuvqupopj04t1aokguontqexyodxx4zx2ckebk0h00410,Kon1222,1 day ago,1502446320427,"Ребят, вы какие то странные. Само заявление ""раскрыли картельный сговор"" без решения хотя бы ФАСа - голословно. Любовь, ну юрист же, должна понимать. 
Половина инфы из выпуска создаёт впечатление что вы смутно представляете как работает 44-ФЗ. 
Самые толковые претензии: минимальное снижение и одинаковые адреса/телефоны компаний. 
Мне не понято зачем вы искали марки машин? Контракты публикуются после заключения. В спецификациях всё должно быть. 
В общем пока что негативное ощущение от выпуска.
З.Ы. И не надо раньше времени кричать что справедливости в УФАС не добиться. От вас нужно только заявление подать. Если решение будет абсурдным - тогда есть повод возмущаться.",0,false,0,,,,,,
z224chga5xybup4snacdp432cphj4bh4c4ngaoyuf2tw03c010c,Муса Эттеев,1 day ago,1502446320430,Управляемый вектор так скать,0,false,0,,,,,,
z23whfpytzm3jz3ii04t1aokgxuy0dmbizspu5t1lur0rk0h00410,Lev Shapira,1 day ago,1502446320435,"А вы не думали что а: цены могли поменяться - колебания в 4-6 процентов это норм. б: полиция могла заказать доп. опции -  ливреи, установка или подготовка для установки рации, светового оборудования, сирены и т.д. Это может стоить 30к рублей. в: полиция получает расширенное обслуживание или расширенную гарантию - патрульные машины работают тяжело и много и при этом их особо не берегут, и опять таки тысяч 30 такая опция может стоить. Мутноватое ""расследование"".  Навальный 20!8.",2,false,0,,,,,,
z23ucxcalyfycfffuacdp43anzdhn1wytdesr2r1mw1w03c010c,Михаил Годяев,1 day ago,1502446320439,в топ,0,true,1,,,,,,
,,,,,,,,default-z23ucxcalyfycfffuacdp43anzdhn1wytdesr2r1mw1w03c010c.1502432131747465,Дмитрий Рожков,1 day ago,1502446320443,в жоп,0
z224chga5xybup4snacdp430zw21m5yjk3mq1harjkxw03c010c,Муса Эттеев,1 day ago,1502446320448,"Интересно зачем они нас подбивают на разного рода протесты , бунты ??? Как думаете ? Может Навальный кремлевский все таки мальчик ? А позиционирует себя как оппозиционер . Может ???",0,true,2,,,,,,
,,,,,,,,default-z224chga5xybup4snacdp430zw21m5yjk3mq1harjkxw03c010c.1502403849723788,Раб Трудоголик,1 day ago,1502446320452,Муса Эттеев нет,0
,,,,,,,,default-z224chga5xybup4snacdp430zw21m5yjk3mq1harjkxw03c010c.1502407361806561,Муса Эттеев,1 day ago,1502446320455,"Раб Трудоголик . Тогда не пойму как ему позволяют такие вещи исполнять. Ведь по большому счёту друзья это не наше дело кто и сколько там чего пилит . Вы меня раскритикуете но повторюсь , нам никто мини хрена не должен , те времени ушли безвозвратно вместе с СССР . Сейчас каждый сам за себя и каждый выбирает чем заниматься и как жить . Конечно не все приспособились к новому ритму , стилю жизни . Это печально , согласен . Но вставать против власти это не выход . Да и при чем тут только наша власть , тут бери выше больше сильнее , как в спорте , мировая элита , круг людей решает наши судьбы . А если мы будем червяками то кому мы нахрен нужны , хорош ныть как бабы бля . Работайте , занимайтесь чем нить  , не слушайте никого . Каждый преследует свою цель , ты лишь инструмент бро",0
z23ge5nwmnu0g13w004t1aokgy4plbk5llc0sb113fz1bk0h00410,Александр Воинков,1 day ago,1502446320460,Классная металлическая прическа у Любки.,0,false,0,,,,,,
z22tudgqoyb1yh5wf04t1aokgxlbvh5b53zocwd3iclkrk0h00410,MEGALODON,1 day ago,1502446320464,"Ебаные кончалыги сидят в чиновниках. Так и думают как бы урвать побольше за кротчайшее время,а потом свалить из страны.",156,true,3,,,,,,
,,,,,,,,z22tudgqoyb1yh5wf04t1aokgxlbvh5b53zocwd3iclkrk0h00410.1502414358882903,Михаил Добрый,1 day ago,1502446320858,"Интересно, что бы ты писал если бы этой самой ""кончалыгой"" была твоя мать или сестра и у тебя были бы нереальные бабки и возможности? Сидел ли бы ты здесь воняя в комментариях?",2
,,,,,,,,z22tudgqoyb1yh5wf04t1aokgxlbvh5b53zocwd3iclkrk0h00410.1502438246901629,Алексей Геращенков,1 day ago,1502446320860,"Он уже сидит. Наверняка, мама с папой при деле...",1
,,,,,,,,z22tudgqoyb1yh5wf04t1aokgxlbvh5b53zocwd3iclkrk0h00410.1502457583269560,Роман мельников,20 hours ago,1502460720862,"а ты о чем сидишь думаешь, шлюха? о народе?",0
z23thfbixlnxhbojv04t1aokg1aucqkru2abn4fmf2sjrk0h00410,NFXrus,1 day ago,1502446320469,"Да им похуй уже на все. Как обычно сольют все на тормозах. Эту власть нужно менять полностью, другого не дано.",5,false,0,,,,,,
z225upujqu3xirmgw04t1aokg4h2z1al3txvgfn5bv3kbk0h00410,Nik Dobro,1 day ago,1502446320473,"Гниды мусорские! Когда мы начнём рвать вас,а не мирно гулять,большенство перейдёт на нашу сторону.  И тогда вам точно не скрыться !
ДОЛОЙ БОЛТОВНЮ!
ДОЛОЙ МИРНЫЕ ПРОГУЛКИ!
ПОРА ДЕЙСТВОВАТЬ ЖЁСТКО!!!
ЖАРИТЬ УТКУ!!!
ЖАРИТЬ ПУТКУ!",0,false,0,,,,,,
z22whzq4iuekjbzje04t1aokgedi2dxjzbsenlxji1jcbk0h00410,Паша Дятлов,1 day ago,1502446320477,Люба вы красивы,1,false,0,,,,,,
z233vtip5xadf5oqn04t1aokgfbydj3y4ybgvbpnqfbirk0h00410,Константин К,1 day ago,1502446320480,Тароторщица и выдумщица эта Выхухоль Насрального.,0,false,0,,,,,,
z22vgxkrgzbocpxcpacdp434ujufhly2pnpfcrucki5w03c010c,Ильдар Хасанов,1 day ago,1502446320484,Алексей как вы планируете распоряжаться народным достоянием если будет такое возможно ? как в ОАЭ ????,2,false,0,,,,,,
z220ermy5yulwbii304t1aokghfxdbeuuqkofqgjbfucrk0h00410,Юлия,1 day ago,1502446320487,"Спасибо, ФБК!",4,true,1,,,,,,
,,,,,,,,default-z220ermy5yulwbii304t1aokghfxdbeuuqkofqgjbfucrk0h00410.1502432549639681,Дмитрий Рожков,1 day ago,1502446320493,"Ваш мозг( если он есть конечно)) отимели, а вы ещё и благодарите?))",0
z23hcx344xndv5trr04t1aokgujabhgrhzaxa55blkscrk0h00410,drug8007,1 day ago,1502446320496,Вещать надо,0,false,0,,,,,,
z22vi15iskzeixmbu04t1aokgwxnndmd0gsedtdc4bu2rk0h00410,Олег Лебедев,1 day ago,1502446320500,"Зашел поставить Диз, всем удачи.",0,false,0,,,,,,
z23lut2ivlbyvvh02acdp435pdiewdooq4op524wiitw03c010c,Мирослав Евгеньевич,1 day ago,1502446320503,кто поставил 8 тысяч дизов. что за ослы ???,1,false,0,,,,,,
z22oeb1abzf3upla504t1aokg0l2xe0mnmnyz1fykgeobk0h00410,Сергей Леонтьев,1 day ago,1502446322014,"А знаете почему? Наценка идёт из-за рассрочки( так как оплата через 60 дней после поступления товара), вы хоть вникните чуть-чуть, а ну да, вашему же планктону это знать не надо",0,false,0,,,,,,
z23kezn4szzrexex204t1aokgos5ap4p3tmtajr1w4qsbk0h00410,Вячеслав Комов,1 day ago,1502446322016,Где драконы?,0,false,0,,,,,,
z22zyvrwsmisdrvmracdp434eef2dwe50yyavb23qz1w03c010c,Владимир Ермаков,1 day ago,1502446322019,ку,0,false,0,,,,,,
z23ys3xb4t3ujd0kracdp430mm4mumkjwld2qvbc25tw03c010c,VladislavX AzgardAr,1 day ago,1502446322023,"Тупарылая пизда, Диз не глядя.",4,false,0,,,,,,
z22vgxkrgzbocpxcpacdp4335gdbapombfyfnutdcdlw03c010c,Ильдар Хасанов,1 day ago,1502446322027,Ребята вы красавчики ! Респект вам !,1,false,0,,,,,,
z224tpyhloady3cji04t1aokgxnyoc25gzecklydqmeirk0h00410,afik609,1 day ago,1502446322031,Бля как это все заебало,0,false,0,,,,,,
z235jzrb2kqpzr03pacdp43033tug5s54ur3olsdce5w03c010c,Egor Smirnov,1 day ago,1502446322034,"Пока в стране население само ворует, врет друг другу, на ровном месте скандалит, кидается драться...сроду не будет у нас ни жизни нормальной, ни власти с человеческим лицом. Мы сами виноваты в том, что имеем! 
У нас хоть Иисуса воскреси, сделай его президентом и он врагом станет потому, что заставлять будет и принуждать жить по иному. Карма-Раша)",2,false,0,,,,,,
z22fwtlq1ue5yzood04t1aokgiv22pm2lfri5ly3ogrzrk0h00410,Георгий Яковлев,1 day ago,1502446322036,Интересно правда а кто ставить дизлайки?,0,true,1,,,,,,
,,,,,,,,default-z22fwtlq1ue5yzood04t1aokgiv22pm2lfri5ly3ogrzrk0h00410.1502432819388647,Дмитрий Рожков,1 day ago,1502446322040,"Не ставить, ставиТ. Я поставил один дизлайк за эту чушь и муть.",0
z22bcfwrtu3yxnc3aacdp435qnu14vy4kqzcdeh3odpw03c010c,Orxan Mamedov,1 day ago,1502446322042,"Я хоть и не живу в россии,но очень хочу чтоб Навальный выиграл",1,false,0,,,,,,
z23ufplzsr2uubl5u04t1aokgxuoyjs3zayhzmj50ygvbk0h00410,Сергей Куликов,1 day ago,1502446322045,Лампасы оборзели!!,1,false,0,,,,,,
z23wurzgxuzgyz2ih04t1aokgyd4y2iabsw3lwhplqtvrk0h00410,сергей сидякин,1 day ago,1502446322048,Колокольцева  на кол   надо посадить.,0,false,0,,,,,,
z23vgb2jpuniibyumacdp431hm3mdoifetisqopwf5hw03c010c,Tom Supertramp,1 day ago,1502446322051,а у нее парень есть?),0,false,0,,,,,,
z22lchlxiybxwzgb504t1aokg0kxw3ohx01egujzzi2qrk0h00410,Михаил,1 day ago,1502446322053,"по автобусам переплата судя по данным сайта и допика от ноября месяца 2016 - 18 975 000 руб., по нивам да..
п.с. заняло 40 мин пересмотреть всю документацию, протоколы и пункты гк, промониторить рынок сравнить организации и т.д.. не знаю че вы там долго считали))",0,false,0,,,,,,
z224chga5xybup4snacdp432qw1r0hf1cbk4u333jihw03c010c,Муса Эттеев,1 day ago,1502446322056,"Что там кого разоблачать ! И так все ясно и понятно , а детали  , детали не - Бог !",0,false,0,,,,,,
z22zxzk5fsmesnwcracdp434peb1boqms0pmoz1u4blw03c010c,Daenerys Tragaryen,1 day ago,1502446322059,"Огромная работа проделана,браво!",1,false,0,,,,,,
z220ermy5yulwbii304t1aokgompaydt0i2nomyvbnhtbk0h00410,Юлия,1 day ago,1502446322063,Долой кремлеботов! Долой машину лжи и пропаганды! Поддержим Камикадзе!,2,true,1,,,,,,
,,,,,,,,default-z220ermy5yulwbii304t1aokgompaydt0i2nomyvbnhtbk0h00410.1502432887234056,Дмитрий Рожков,1 day ago,1502446322067,Комикадзе - эти зашквар.,0
z23kxr0g1onntfzpt04t1aokgmzrz0kc2bwr42yxa5b1bk0h00410,Болгария ТВ,1 day ago,1502446322069,не покупайтесь на натовскую и обамовскую пропаганду. российские чиновники не виноваты,0,false,0,,,,,,
z23psdtahzfxyd1q004t1aokgvz3t055ck0ntfxy3y0jrk0h00410,Group Twelve llc,1 day ago,1502446322078,круто,0,false,0,,,,,,
z23rtru54kertpwdcacdp43bnrew523w2rziohqclvxw03c010c,Vlad Dobr,1 day ago,1502446322081,ЛДСВПТ=Лицо.Дискредитировавшее.Себя.Видосом.Про.Толяна,0,false,0,,,,,,
z23ayz05zo33wjsb004t1aokgs4rut3tqsktlgchg15rbk0h00410,Алекcей Нейбауэр,1 day ago,1502446322084,что случилось с освещением?,0,false,0,,,,,,
z23ksrswfomcdbkod04t1aokg4hylmf0glfjyztu1pbirk0h00410,Aleksander Safroskin,1 day ago,1502446323231,Аза! Попался Горелик! Горелик погорел,1,false,0,,,,,,
z23hgdhwwnn1ftzil04t1aokgo14s5ouzkwftyse2esmbk0h00410,carsstyling,1 day ago,1502446323236,Я об этом всегда догадывался. А скольже тратят на закупку мерседесов или бмв для чиновников?,1,false,0,,,,,,
z22xgl45qyf3iff33acdp43byrtlepfdz4e2v1bl33tw03c010c,Илья Бирюлин,1 day ago,1502446323239,"Не сомневаюсь, что кто-то что-то на этих закупках поимел, но сравнивать цену напрямую не совсем корректно. Полицейские автомобили все же имеют ""люстру"", ""матюгальник"", дополнительную спец.-окраску и системы управления всем этим добром. Эти вещи все же стоят каких-то денег. Так что спец.-транспорт вполне может стоить дороже, чем гражданский; вопрос, на сколько дороже.",0,false,0,,,,,,
z12yyztqkqarcbvko23zedwblo3bgn0qj04,Алексей Левченко,1 day ago,1502446323244,"Такой день хороший был ,а посмотришь такие видео и понимаешь в каком говне вранье наша страна и становиться печально!а рыба всегда с головы гниет !",351,true,29,,,,,,
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502433372492665,Навальный LIVE,1 day ago,1502446323861,Алексей Левченко ты ещё голову в дырку общественного сортира засунь и ной сиди,4
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502435450924750,Dimmer Dim,1 day ago,1502446323863,"Левченко правильно говорит, поэтому хорошо быть ватным тупизднем который посмотрел 1канал и весь день счастлив от порции лапши на уши.",10
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502436439157429,oboNew,1 day ago,1502446323865,тех коммент,0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502441918793269,Дана Данилова,1 day ago,1502446323868,"Пустые обещания Навального, по поводу повышения зарплат и всего остального, ничем не лучше. Если бы он мог рассказать, каким образом собирается выполнить эти обещания, было бы совершенно другое дело. Но пояснить этого он к сожалению не может. Следовательно он гнилой изначально.",1
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502442635883709,Навальный LIVE,1 day ago,1502446323871,"Дана Данилова, иди работай",2
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502443392212739,Вальдемар Фиц-Урс,1 day ago,1502446323873,"Дана Данилова, эм? Он рассказывал наверное раз сто.
За счет борьбы с коррупцией и сокращения расходов на оборонку. Вроде так. И на самом деле тут то денег изыскать легко. Было бы желание. Коррумпированность ведь не только в государственной сфере, частники тоже не лучше работают.
Откаты, отмывание непонятных денег, обман клиентов (по договору поставки заявлено одно, по факту другое), затягивание сроков (месяц деньги лежат в банке под процентами и капает с хороших сумм хорошо). И законы, часто, слишком мягкие. Ну выплатит он штраф, так штраф копеечный. Серые автосалоны как пример.
Тут, если разобраться, победив в массе своей коррупцию, денег очень много высвободится. Другой вопрос как это сделать. Я лично сомневаюсь в том, что это реально.",0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502443954673885,Dimmer Dim,1 day ago,1502446323875,"это реально но народ тугой хер че понимает, ящик рулит, ватники кушают лапшичку.",0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502445881962276,oboNew,1 day ago,1502446323877,"Скажи, друг, почему у тебя имя и аватарка такие?",0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502446270583599,Вальдемар Фиц-Урс,1 day ago,1502446323879,"Dimmer Dim, понимаешь какая беда. Народ то тоже далеко не идеальный в массе своей.
Курят, пьют, ругаются матом, плюют на законы.
Причем не только ведь власть имущие этим грешат, но и слесарь Вася у подъезда глушит пиво, курит, сидя на лавочке, посреди площадки детской. И вот уж тут не виновата власть, что он такой.
Денег то у него хватает, тут 500р, тут тысяча, за день набирается 3-4к чисто на карман. Оклад да, копейки. Но не окладом единым.
А как уж он втирает, что не надо платить официально, что лучше ему...
Вот так и живем. Что изменится для него с приходом Навального? Ничего. Ну оклад поднимут, так все равно ведь будет обманывать и мимо кассы деньги брать.
Все равно продолжит пить во дворе с ребятами и обкуривать пробегающих мимо детей. 
Найти способ изменить сознание этим людям, вот это будет бомба, но оно ведь сразу никак, работа на несколько поколений.
Навальный говорит честные суды, внимательные полицейские, принимающие заявления и работающие по ним.
Это реально.
Но вот представим что система заработала. Сколько в первые часы дел откроют? Сколько будет штрафов, эвакуированных автомобилей, снесенных незаконных парковок, сколько сядет?
Скажу так, очень много. И как это решить лично я не представляю.",0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502446431747113,Dimmer Dim,23 hours ago,1502449923881,"че ты дичь втираешь, в грузии менты щас как работают??? или это не возможно и не правда??? заебали вы пиздоболы.",0
,,,,,,,,z12yyztqkqarcbvko23zedwblo3bgn0qj04.1502446543316865,Dimmer Dim,23 hours ago,1502449923883,дана борисова хера толку тебе объяснять если ты все равно не поймешь?? имя видимо такое....,0
